transcript,annotator,pounds_or_dollars,numbers,contains_misspelt_number,potential_misspellings
"S: Hello, welcome to Chef Burger. How may I help you? 
C: Hello, I was wondering if your Zinger burger is spicy? Because I don't like spicy condiments but I'm not allergic to it so.
S: Yes, I think the Zinger burger is spicy. 
C: Could you make it not spicy? 
S: Let me just check for you. 
C: Thank you. 
S: I don't think I can make that not spicy for you. My apologies. 
C: That's okay. Do you have other burgers that are not spicy?
S: Yes, we have a cheeseburger, a Whopper, vegan Whopper and a Big Mac. 
C: Could I get a Big Mac please? 
S: Certainly. Would you like that as a Mambo combo or on its own? 
C: Just a standalone item please. 
S: Okay, brilliant. Would you like anything else? 
C: Could I also get a chicken nuggets? 
S: Chicken nuggets, would you like? 
C: A share box please. 
S: A share box brilliant. And what sauces would you like with that? 
C: What do you have? Mustard? I don't like spicy food. You'll have the mustard. Okay, could I get some mustard? What else sauces do you have? 
S: We have mayo and vegan mayo, ketchup, sweet chili, barbecue, balsamic vinegar and Big Mac sauce. 
C: Could we get a mustard and balsamic vinegar please? 
S: Yes, absolutely. Would you like any more sauces? 
C: No, that's okay. 
S: And would you like anything else? 
C: Do you want anything else? No. Oh, I'm also vegan. Vegetarian. 
S: Okay, so that might be an issue with the Big Mac. 
C: Yes, could I get a... Okay, could I then also get a vegan cheeseburger? 
S: We don't have a vegan cheeseburger but we do have a vegan Whopper. 
C: A vegan Whopper then.
S: Absolutely. And would you like that with as a Mambo Combo, regular, large? 
C: Just a regular Mambo Combo please. 
S: Yes, and what would you like that with? 
C: Diet Coke and fries. 
S: Yes, absolutely. 
C: No, it's not. Stop saying that, fizzy drinks are spicy. 
S: Okay, would that be all? 
C: Yes, yes, that would be all. 
S: Okay, brilliant. That is £19.27 if you'd like to head to the next window to pay and to collect your items. 
C: Okay, sure. Thank you. 
S: Brilliant, thank you. Have a good day. 
C: Thank you, you too.",pg,1,4,False,
"S: Hello, welcome to Chef Burger, what can I get you? 
C: You want a chicken wrap? Okay. Could we have a chicken wrap please? 
S: Of course. Would you like it as a combo? 
S: Okay. What else would you like? 
C: I'm just deciding. I know I want a Mambo combo. Could I have a Zinger Burger please? 
S: Zinger Burger
C: Yeah. 
S: Of course. Would you like a large or regular combo? 
C: First, could you make the burger a stacker? 
S: A stacker? 
C: So double patty in it. 
S: Okay, of course.
C: You want one of the patties? Could we have an additional patty in it. Is that possible? Can we have three patties? 
S: So, do you mean three patties in total? 
C: Yes. 
S: Okay. 
C: In the burger. 
S: That's no problem. 
C: And yeah, could you make that a regular Mambo combo please? 
S: Regular Mambo combo? So, what else would you like in the combo? 
C: Could I have fries? 
S: Fries, of course. 
C: What drink do I want? 
S: Any drinks? 
C: I kind of prefer regular Coke to Coke Zero to be honest. Okay. I don't know, it's just got a lot of sugar in it. Yeah, could I have regular Coke please? 
S: Sure. Is that everything for you? 
C: Could I have a regular nuggets as well? 
S: Of course. Regular nuggets. Any sauce? 
C: No, I'm fine. Thank you. 
S: Okay. Would that be all? 
C: Yep, that's everything. Thank you. 
S: Okay. So, you ordered a chicken wrap and a Zinger burger with two extra patties, a regular fries, regular Coke and regular nuggets. Is that correct? 
C: Yep. 
S: Okay. So, the prize would be £20.47. Could you pay in the next window? 
C: Yep, thank you. 
S: Thank you, bye. Have a nice day. 
C: You too.",pg,1,4,False,
"S: Hello, welcome to Chef Burger, what can I get you? 
C: Can I have a veggie wrap please? 
S: Veggie wrap... Okay, would you like it as part of a combo? 
C: Yeah. 
S: Regular or large? 
C: How big is it? What's the difference? Is there any difference? 
S: Yes, there is a difference so. A large combo will have large fries in it, but a regular combo will have regular fries. That's the difference I think. 
C: Yeah, I've heard that other fast food places, they just call it large just to charge you more, but they don't actually make a change. But I guess I'll have a large. Let's see if there's any difference. Okay, so I have a Mambo combo large please with a veggie wrap. 
S: Veggie wrap... Any drink? 
C: Yeah, could I have a water? 
S: Water... Sure. Anything else I could get you? 
C: Sorry, did I say that I wanted fries with that? 
S: Yes. 
C: Okay, I forgot for a second there. Maybe my memory is not what it was. 
S: Yeah, that's okay. 
C: Do you want anything? No. You sure? Okay, you'll only be able to eat when... You want a shwippy? Do you want anything to eat? Okay. What types of shwippy do you have? 
S: Oreo and Smarties. 
C: Okay, can we have an Oreo shrippy please? 
S: Would you like a small one or a regular one? 
S: Of course. Anything else? 
C: No, that's it, thank you. Could you tell me how many calories is in that? 
S: That's 1,067. 
C: Okay, thank you. 
S: Okay, that will be 8.28. Could you pay in the next window please? 
C: Yep. Is the window just over there? 
S: Yes, yes. 
C: Okay. Thank you. 
S: Thank you, have a nice day. Bye. 
C: You too.",pg,0,7,False,shrippy
"S: Hello, welcome to Chef Burger. How may I help you today? 
C: Hello, good morning. Can I just have a large Sprite Zero, please? 
S: Yes, certainly. Would you like anything else? 
C: I'm allergic to all spicy stuff. Could you advise me on whether Sprite Zero is spicy? 
S: I don't think the Sprite Zero is very spicy. I think the main thing that's spicy on our menu is the Zinger Burger. 
C: Sorry, what were you saying?
S: I think the main thing on our menu that's spicy is the Zinger Burger. 
C: Oh, see? It's not going to be an issue. 
S: Would you like anything else? 
C: No, sorry about that. That would be all. 
S: Okay, brilliant. So that's a large Sprite Zero for £2.49. If you'd like to head to the next window to pay and then to collect your item. 
C: Sure, thank you. 
S: Brilliant. Have a good day.",pg,1,3,False,
"S: Hello, welcome to Chef Burger. How may I help you today? 
C: Hello, can I get a double whopper, please? 
S: A double whopper, yes, absolutely. Would you like that to be regular or vegan? 
C: Regular. 
S: Okay, a double whopper. So that's an extra beef patty. Would you like that as a Mambo combo? 
C: No. 
S: Okay. Would you like anything else? 
C: Could I get a veggie wrap as well? 
S: Yes, absolutely. 
C: With no sweet chilli sauce if you have it in it. 
S: Yes, I can remove the sweet chilli sauce. And would you like that as a Mambo combo or no? 
C: Yes, please. 
S: Regular or large? 
C: Regular, please. 
S: Absolutely. And what would you like in that Mambo combo? 
C: Fries with salt and Coca Cola Zero, please. Could we also have a Sprite Zero, please? 
S: Yes, absolutely. What size of Sprite Zero would you like? 
C: What size? Large with ice? 
S: Yes, brilliant. That's all through for you. Would you like anything else? 
C: Could I also get a Shwippy? 
S: Sorry, could you repeat yourself? 
C: Shwippy? 
S: Okay, a Shwippy. Yes. What type of Shwippy would you like? We've got Smarties or Oreo. 
C: Oreo. 
S: And would you like that to be a small or regular? 
C: Regular. 
S: Regular? 
C: A large one, please. Sorry. 
S: Okay
C: A large one Oreo. 
S: We don't unfortunately have a large one, but we have a regular. 
C: Okay. Just a regular then. 
S: Brilliant. And would you like anything else? 
C: No, that would be all. Wait a second. Are you happy with the order? Would you like something? They don't have a large Shwippy. We can get two of them. Yeah, sorry. Could you make the Shwippy two? 
S: Two. Two regular Shwippies Oreo.
C: Would you like an Oreo one? Yeah. 
S: Brilliant. Okay. I've added that to your items list. Would you like anything else? 
C: No, that would be all. 
S: Okay, brilliant. That's £20.25. If you'd like to go to the next window to pay and then to collect your food. 
C: Where's the next window? 
S: The next window is just ahead of you on the right. 
C: Okay, thank you. 
S: Brilliant 
C: Bye. 
S: Thank you. Have a good day. 
C: Thank you. You too.",pg,1,4,False,
"S: Hello, good morning, welcome to Chef Burger. What can I get you?  
C: Yeah, can I just have water please? 
S: Water? Sure. Would you like it with ice or no ice? 
C: Yeah, no ice. It's too cold. 
S: That's fine. Completely understandable. What else could I get you? C: Do you want anything? Yeah, could we have a cheeseburger please? 
S: Cheeseburger, would you like it as a combo? 
C: We don't want it as a Mambo combo, could we just have the item and that's it? 
S: Okay. Brilliant. 
C: Do we want anything else? Okay, could you tell me what we've ordered? Just remind me. 
S: A water and a cheeseburger. 
C: And how much does that come to? 
S: That's £5.48 in total. 
C: Good. Okay, that's everything. Thank you. 
S: Thank you. Could you go to the next window to pay please? 
C: Yep. Thank you. 
S: Thank you, have a good day. 
C: You too.",pg,1,3,False,
"S: Hello, welcome to ShefBurger, what can I get you? 
C: Um, yeah, could I have a whopper please? 
S: A whopper. Would you like it as a meal or on its own? 
C: Um, could I have it as a Mambo Combo please? 
S: Of course, a regular or a large one? 
C: Um, a large. 
S: So what else would you like in the combo? 
C: Um, could I have fries please? 
S: Of course, any drink? 
C: Uh, yeah, could I have a Sprite Zero please? 
S: Sure. Uh, would you like anything else? 
C: Uh, yeah, could, um, do you want anything? Um, could I get a Diet Coke please? Another one. So another drink, Diet Coke. 
S: Uh, would you like it small, regular or large? 
C: Um, regular. 
S: Regular. Okay. 
C: And um, could I also have a whopper please? 
S: A whopper. Would you like it just on its own or as a combo? 
C: Uh, just on its own I think. Yeah. 
S: Of course.
C: Could it be a regular whopper? Yeah. 
S: Yeah. Um, anything else for you? 
C: Um, uh, no, no, that's it. That's it. Thank you. Yeah yeah.
S: No? Okay, there would be seventeen pound and eight. Could you pay in the next window please? 
C: Yep. Um, so you said that's seventeen pound and eight? 
S: Eight pence. 
C: Seventeen pound eight. Okay. Okay. Thank you. 
S: Thank you. Have a nice day. Bye. 
C: You too.",tc,0,0,False,
"S: Hello, welcome to ShefBurger. What can I get you? 
C: Hi, can I get a small chicken nuggets, please? 
S: Sure, would you like any sauce? I've got mayo Ketchup sweet chilli barbecue mustard 
C: Can I get one mayo and one ketchup, please 
S: One mayo, one ketchup. Sure, is there anything else I can get you? 
C: Can I get a double cheeseburger, please? 
S: Would you like here as a meal? 
C: Just the item, please 
S: Okay. Anything else I can get you today? 
C: Can I get some cheese bites? 
S: Cheese bites, any sauce with it? 
C: Mustard, please 
S: Mustard. Okay, would that be all or would you like anything else? 
C: Did you want anything? Okay, that's all.
S: Okay so a small nuggets with mayo and ketchup a double cheeseburger and a cheese bites with mustard. Is that correct?
C: Yep. That's everything. 
S: Okay, that would be 13 pounds 37 could you just pay in the next window? 
C: Yep. No, no, okay 
S: Thank you. Have a nice day. 
C: Thank you. 
S: Bye",tc,0,4,False,
"S: Hello, welcome to ShefBurger. What can I get you? 
C: Could I have a Big Mac? 
S: Big Mac? 
C: Yep. 
S: Of course. Would you like it as a meal? 
C: No. 
S: No? 
C: No. 
S: Anything else? 
C: A Veggie Wrap please. 
S: Veggie Wrap? 
C: Again, not as a meal. 
S: Okay, that's fine. Would you like anything else? 
C: Yeah, could I have a Big Mac, but this time as a Mambo Combo please? A large. 
S: A large Mambo Combo, okay. So, would you like fries or fruit bag? 
C: Fries please, yeah. And Diet Coke please. 
S: Diet Coke. Sure. 
C: Do you want anything? 
S: Anything else for you? 
C: Yeah, how many calories are in the Veggie Wrap? 
S: Okay, just a second. It's three hundred and sixty five calories. 
C: What about the Big Mac? Can I just ask? 
S: The Big Mac is four hundred and ninety three. 
C: Damn. Could I maybe change the Big Mac? Maybe not the one in the Mambo Combo, just the one on its own to just... Maybe a Veggie Wrap as well. 
S: Okay. 
C: Brilliant, thank you. 
S: So, there will be two Veggie Wraps, a Mambo Combo large with a Big Mac, large fries and a large Diet Coke. 
C: Yep. 
S: Okay, that would be fourteen eighty seven. Could you just pay in the next window please? 
C: Yeah, currently there's a car in the way, but I'll make my way over there when I can. Thank you. 
S: Sure, thank you. Have a nice day. 
C: Bye bye.
S: Bye",tc,0,0,False,
"S: Hello, good morning, welcome to ShefBurger. What can I get you? 
C: Yeah, could I have a Zinger Burger please? 
S: Of course. Would you like to make it a meal? 
C: Yes please, could I have it as a regular? 
S: A regular combo? Sure. 
C: And could I have a double Zinger Burger? Could it be a double? 
S: Double? Just wait a second please. Yep, I've made it a double. 
C: Okay, brilliant. And in a Mambo combo, could I have fries and orange juice please? 
S: Fries and orange juice. Yep. 
C: Okay, brilliant. And could we have another Mambo combo please, but this time with a cheeseburger instead? 
S: Sure. 
C: And could you have that with fries and water? 
S: Would it be a regular or large combo? 
C: A large. And with fries and water. Yeah, sorry, I forgot. Could we have it instead of water? Could we have it with coke please? So fries and a coke with the cheeseburger. 
S: So just a regular coke, right? 
C: Yeah, just a regular coke. No, I meant, so by regular I meant not coke zero or diet coke. Just, okay, a large coke. Anything else? 
C: No, that's it, thank you. 
S: Okay, that would be fifteen sixty eight. Could you just pay in the next window? 
C: Yep, thank you. 
S: Thank you for today. Have a good day.",tc,0,0,False,
"S: Hello, welcome to ShefBurger, what can I get you? 
C: Hi, can I get a Big Mac please?
S: Sure, would you like it as a combo or on its own? 
C: No, just the item please. 
S: Okay, what else can I get you? 
C: Can I have a large Diet Coke? 
S: Large Diet Coke. 
C: Yep, and then a small Sprite Zero. Yeah, I like to have two, I like to have the. No, not really. I mix them in my stomach. 
S: I'm sorry guys, could you please hurry up, we're closing in 5 minutes.
C: Uh oh. 
S: What else could I get you? 
C: No, that's all. 
S: Okay, so that would be eight pounds thirty seven, could you go to the next window to pay? 
C: Okay, thank you. 
S: Thank you, have a nice day, bye.",tc,0,1,False,
"S: Hello, welcome to ShefBurger, what can I get you? 
C: Can I just get a drink please? What drinks do you have? 
S: We've got water, Coke, Diet Coke, Coke Zero, Sprite, Sprite Zero, Fanta and orange juice. 
C: Yeah, could I have a Fanta please? Make that a small, small Fanta. 
S: Small fanta. 
C: Yes
S: Ice or no ice? 
C: No ice. 
S: Okay. Would you like anything else? 
C: Can we have a Zinger Burger please? 
S: As a meal or on its own? 
C: Just on its own please. 
S: Of course. 
C: Are you happy with that? Do you want anything else? Are you sure? Okay. I think that's it. Thank you. 
S: Okay, that would be seven pounds and eight. Could you pay in the next window please? 
C: Zinger Burger is a bit expensive. Yeah, yeah. Okay. Thank you. 
S: Okay. Thank you. Have a nice day. 
C: You too. Bye bye.
S: Bye",tc,0,0,False,
"S: Hello, welcome to ShefBurger, what can I get you? 
C: Hi, can I have a chicken wrap and a large Mambo combo, please? 
S: Chicken wrap in a large Mambo combo? Yes, would you like fries or fruit bag in your combo? 
C: Actually, can you make the chicken wrap fried? 
S: Sorry, could you repeat what you just said? 
C: Can I have the chicken wrap fried? 
S: Ah, right, yes. 
C: And with extra cucumber. 
S: Extra cucumber? I don't think you could get extra cucumber. 
C: Okay, then that's fine. 
S: Sorry about that. 
C: That's fine. I don't think there's cucumbers in the UK, actually. 
S: There is definitely cucumbers in the UK. 
C: Can I have fries and water in that large combo? 
S: Yes. So water with ice or no ice? 
C: No ice, please. 
S: Sure. Could I get you anything else? 
C: Can I have another fried chicken wrap, please? Just that item this time. 
S: Another fried chicken wrap, of course. Anything else? 
C: Can you actually keep it down a little bit, because I can't really hear. Sorry. Sorry, what was that? 
S: Just a fried chicken wrap? 
C: Yeah. 
S: You were ordering? 
C: Yeah. 
S: Okay. Would that be all, or would you like anything else? 
C: I'll have another bacon double cheeseburger. 
S: Double cheeseburger. 
C: Yeah, double cheeseburger with extra bacon. 
S: Okay. So when you said double cheeseburger, would that be extra beef patty as well? 
C: Yes, I think so. Yeah, that's what I wanted. 
S: Okay. Would you like it as a meal or just on its own? 
C: Just on its own. 
S: Okay. Anything else? 
C: No, that's all. 
S: Good. That would be seventeen fifty seven. Could you just pay in the next window, please? 
C: Yeah. Thank you. 
S: Okay. Thank you. Have a nice rest of the day. 
C: Thank you. 
S: Bye. 
C: Bye.",tc,0,0,False,uk
"S: uh... hello good morning welcome to ShefBurger what can i get you today 
C: Hi can i get a double cheeseburger please?
S: Would you like it as a meal? 
C: uh... no 
S: Okay. Uh, anything else today? 
C: Can i get a large sprite zero?
S: Large sprite zero uh, ice or no ice 
C: uh, no ice please 
S: No ice. Would you like anything else or? 
C: Can i get a chicken wrap please? 
S: As a meal or no? 
C: Uh, just the item 
S: Okay, anything else?
C: Uh, that's that's it 
S: Okay, so a double cheeseburger a large sprite zero with no ice and and a chicken wrap is that correct? 
C: Yep 
S: Okay um, so that's eleven pound forty six could you just pay in the next window please?
C: Uh, actually i don't think i have enough budget can i have the sprite zero removed 
S: Sure
C: And how does that come to?
S: That would be eight ninety eight 
C: Um that's fine 
S: Okay um okay could you just pay in the next window and have a good day thank you bye 
C: Bye",tc,0,0,False,
"S: Hello, welcome to ShefBurger, what can I get you? 
C: Hi, can I get a Big Mac in a regular combo please? 
S: Big Mac, regular combo. Would you like fries or fruit bag? 
C: Fries please. 
S: Fries. Any drink? 
C: For the drink I'd like a Coke Zero. 
S: Coke Zero, of course. Anything else I could get you?. 
C: Can I get another small chicken nuggets please? 
S: Of course, small chicken nuggets. Sorry, would you like any sauce with the chicken nuggets? 
C: Just one second. Any sauce? I'd like a mustard please. How many sauce can I get? For free. 
S: Up to three I think. 
C: Okay, I'll get three mustards then. 
S: Three mustard. That's fine. Anything else? 
C: Do you have anything that's sweet on the menu? 
S: Yes, we have shwippy and milkshake. 
C: Did you want any of that? We'll have another shwippy please. Please. 
S: Oh sorry about that. So our ice cream machine is now broken. So I can get you a milkshake if you'd like but I can't get you any shwippies at the moment. 
C: Okay.
S: We also have apple pies if you'd like. 
C: Yeah, another apple pie please. 
S: So two apple pies? 
C: Just one. 
S: Okay, so you are ordering a regular apple pie, small nuggets with three mustards, a regular Mambo combo with a Big Mac, regular fries and regular Coke Zero. 
C: Yeah, that's it. 
S: Okay, that would be twelve fourty seven. Could you just pay in the next window.
C: Oh we don't have that much money. 
S: Oh, that's fine. 
C: Can I have like if I don't have the three mustards can I
S: No, the mustards are free. 
C: Okay, thank you. Then that's it. 
S: Okay, thank you and have a nice day. Bye
C: Thanks, you too. Bye. ",tc,0,0,False,mustards
"S: Good afternoon, hi.  Can I take your order? 
C: Hi, could I get a Fanta please? 
S: A Fanta, would you like a small, medium or large? 
C: I could get a big one. 
S: You want a biggo?
C:  Yeah. 
S: That's a large Fanta, perfect. Anything else? 
C: You want an apple and grapefruit bag? Yeah, okay. Could I get an apple and grapefruit bag as well, please? 
S: Apple and grapefruit bag, certainly. Yeah, anything else? 
C: Is that everything? Is that it? Yeah, that's everything. Yeah, that's everything. 
S: Okay, so that's a large Fanta and a fruit bag, yeah? 
C: Yeah.
S: Great, we'll take payment if you go through to the next window, your food will be out with you shortly. Thanks. 
C: Cheers.",yx,0,0,False,biggo
"S: Hi, welcome to ShefBurger, can I take your order? 
C: Hiya, could I get a double whopper please? 
S: Double whopper? Well I can do your whopper with extra patty, is that good for you? 
C:Yeah. 
S: Do you want that as a combo or just on its own? 
C: That one just on its own 
S: Perfect. Anything else for you? 
C: And then could I get a vegan whopper? 
S: A vegan whopper as a combo or just on its own?
C: A combo please? 
S: Large or regular?
C: Does that have vegan cheese on it? 
S: It does have vegan cheese, yeah.
C: Right. Yeah, so could I get fries and a Coke Zero? 
S: Which size love? 
C: Large.
S: Fries and a Coke Zero? Perfect, anything else for you today? 
C: Nah.
S: Great, so if you go through to the next point we'll take payment, your food will be out with you as soon as we can. Cheers.
C: Nice one.",yx,0,0,False,
"S: Hello, welcome to SHEFBurger, how can I help you today? 
C: Hi, can I get something sweet? 
S: Something sweet? 
C: Yeah, a Shwippy. 
S: We've got um, yeah we've got Shwippies for you. Would you like an Oreo or a Smarties Shwippy? 
C: Smarties please. 
S: A Smarties, okay, small or a regular? 
C: A regular one, it's a Monday. 
S: A regular one. Sure, absolutely. Is there anything else for you? 
C: Deserve some treats. 
S: Oh, for sure. 
C: Would you like anything sweet? Fruit bag please. 
S: Fruit bag, yeah. 
C: Of course. 
S: What fruits have you got in the fruit bag? All the best fruits. 
C: All the best fruits? 
S: Apple, grape. 
C: Okay, apple and grape, is that? Ok. Actually, could you make it two? So two fruit bags? 
C: Two fruit bags? Yeah, absolutely. Anything else? Any savouries for you? 
S: No, no, only sweets stuff for Monday. Okay, how much is that in total? 
C: That comes to three seventy seven in all. 
S: Sure. Okay, that will be all. 
S: Yeah, okay, if you go along to the next window to pay, have a nice day. 
C: Thank you, you too. 
S: Cheers, bye.
C: Bye.",yx,0,0,False,savouries
"S: Good evening, welcome to ShefBurger. Can I take your order, please? 
C: Alright, can I get a chicken wrap?
S: Chicken wrap, certainly. Would you like that as a combo at all? 
C: Yeah, could I get that as a, yeah, combo? 
S: And would you like that crispy fried? 
C: Can I get crispy and with extra sweet chilli sauce and no cucumber? 
S: I can do no cucumber. I can't do extra sweet chilli sauce on that, I'm afraid. 
C: Can you do any other extra sauces or...? 
S: No, there isn't. It just comes as standard. 
C: Okay. 
S: Would you like that a regular or large combo? 
C: Just a regular. 
S: Perfect. Would you like fries or a free bag with that? 
C: Fries, please. And a diet coke. 
S: And a diet coke. Anything else for you today, sir? 
C: A cheeseburger, please. 
S: Cheeseburger, yep. 
C: Just on its own, or? 
S: Would you like that as a combo or just on its own? 
C: Just on its own. 
S: Great. Anything else? 
C: All good. Okay, so that's chicken wrap, crispy, no cucumber with regular fries and diet coke. And a cheeseburger, is that right? 
S: Yeah, thank you. 
C: Great. So we'll take payment to the next window. Your food will be with you shortly. Thank you. 
S: Cheers.",yx,0,0,False,
"S: Hello, welcome to ShefBurger. How can I help? 
C: Hi, can I get a chicken wrap? 
S: a chicken wrap? Okay.
C: how many calories are in one of those?
S: A chicken wrap, the calories are 365.
C: Okay.
S: Perfect. 
C: Yeah.
S: Would you like any - if that was a combo at all?
C: No, but could I get a diet coke?
S: a diet coke on its own? 
C: Yeah. Actually could I could I get it as a combo but I'll get a fruit bag?
S: Yeah, Certainly. So do you want a regular large combo?
C: just a regular.
S: and a fruit bag?
C: Yeah.
S: and a regular diet coke?
C: Yeah.
S: great. anything else?
C: Darren, Darren Jr?
S: Right, so that's a veggie wrap as a com--
S: A whopper, okay.
C: Just a whopper.
S: Yeah, no not as a combo or anything?
C: No, no.
S: great. So that's a veggie wrap with a-- as a combo, fruit bag, regular diet coke and a whopper?
C: Chicken wrap. 
S: Oh chicken wrap. Is that what you said? I'm sorry.
C: Yeah.
S: Let me just add that on. chicken wrap. Do you want that crispy fried or grilled?
C: grilled.
S: Okay, and a regular combo, fruit bag, and diet coke. 
C: Yep.
S: great. So that's everything then so and go through to the next point. We'll take payment and have a great day. 
S: Thank you.",yx,0,3,False,"darren, jr, com"
"S: Good morning, welcome to ShefBurger. Can I take your order please? 
C: Hi, can I get a cheeseburger? 
S: Cheeseburger, yep, certainly. Would you like that as a combo? 
C: No, thank you. Or could I get that as a double cheeseburger? 
S: The extra beef patty, yeah? 
C: Yeah. Can I get some cheese bites as well? 
S: Yep, certainly. 
C: If I get a drink with that, would I get a combo? 
S: If you get a drink with a cheeseburger, it becomes a combo, yeah. 
C: But not the cheese... I can't get cheese bites. 
S: No, not the cheese bites as a combo, I'm afraid. 
C: Burger and a drink
S: Uh, do you... Darren, do you want anything? Darren Jr.? How many? Could I get a small nuggets as well, please? 
S: Yes, certainly. Do you want which sauce you want? 
C: Medium. Can I get a medium nuggets actually? 
S: Yeah, you want a medium nuggets? 
C: How many are in that? 
S: The medium nuggets, or the regular nuggets, I'm assuming we have eight of them in there. 
C: You're assuming? Or do you know?
S: Well, it's my first day, I'm afraid. 
C: Is it going to be enough? 
S: The interface doesn't tell me exactly how many nuggets are in there. C: Any sauces? Any sauces? 
S: We do have barbecue sauce. So you want the... 
C: Barbecue sauce and sweet and sour sauce? 
S: Yeah, I can have both of those on for you. I don't have sweet and sour sauce, I've got sweet chili. 
C: Is that alright? Yeah, sweet chili is good. 
S: Perfect. Anything else for you? 
C: No, just that. 
S: So just the cheeseburger with an extra beef patty, regular nuggets, barbecue and sweet chili sauce? 
C: Did you get my cheese bites? 
S: Oh, I didn't get the cheese bites, sorry. And which sauce do you want with the cheese bites? 
C: Some ketchup. 
S: Some ketchup. Great. That everything? 
C: Yeah. 
S: Great. Well, go to the next payment window, we'll take payments and your food will be with you shortly. Cheers.",yx,0,0,False,"darren, jr"
"S: Hi, welcome to ShefBurger, how can I help you today? 
C: Hi, I think I'll get a Coca Cola Zero. 
S: Coca Cola Zero, sure, we can do that for you. Would you like a small, regular or a large? 
C: A large one, please. 
S: A large one, yeah, absolutely. Anything else for you? 
C: Oh, what? Is that your friend's cat? No. I'm feeling a bit hungry. 
S: Sure. 
C: Do you have any Sunday deals, or? 
S: We don't have any Sunday deals, I'm afraid. 
C: Okay. 
S: Well, they're the same deals as every day. 
C: Okay, so what deals are available? 
S: We do a Mambo Combo, which is a main with fries and a drink. 
C: Okay. 
S: Less than the combined cost of those individual items. 
C: That sounds good. Would you like a Mambo Combo? I think I would like a Mambo Combo. OK, but not in a combo? Could we get a Big Mac, please? 
S: I'm afraid we're out of Big Mac sauce, so... 
C: Okay, do you have any alternative sauces for the Big Mac? Like mayo, ketchup and stuff.
S: I think we could give you mayo or ketchup in there. 
C: Yeah, what would you like? Okay. A Big Mac with mayo? yeah. 
S: Would you like that in which size of combo? We'd do a regular or a large. 
C: No, no, just on its own. 
S: Just on its own, okay. No Sunday deals for you. 
C: That's fine. 
S: Anything else? 
C: I'll get a Mambo Combo. 
S: A Mambo Combo with which main item? 
C: What mains do you have? 
S: We have a Zinger Burger, a Cheeseburger, a Whopper, a Vegan Whopper, Big Mac, no Big Mac sauce, I'm afraid, a Chicken Wrap and a Veggie Wrap. 
C: What's a Whopper? 
S: A Whopper. A Whopper is our kind of like fanciest burger. It's got all the trimmings, tomato, lettuce, mayo, pickle. 
C: Oh yeah, that sounds perfect for a Sunday. Okay, I'll get that.
S: In a combo, you said, regular or large? 
C: In a large combo. 
S: A large combo. 
C: Yeah. 
S: Would you like fries or a fruit bag? 
C: Fruit bag. 
S: Fruit bag, sure. And what drink would you like? 
C: Fanta, do you have Fanta? 
S: Yeah, we can do a Fanta for you. 
C: Yeah, I'd love a Fanta. Do you have Fanta Zero? 
S: We don't have Fanta Zero. 
C: Okay, I only drink drinks that have no calories in it. So what zero drinks do you have? 
S: The zero drinks that we can offer you today are, we've got Diet Coke, Coke Zero and Sprite Zero. 
C: Sprite Zero. 
S: Sprite Zero, sure. Anything else for you today? 
C: No, no, actually no. 
S: No, okay, that's fifteen twenty seven. If you go onto the next window, you can pay. 
C: Sure, thank you. 
S: Great, thank you. 
C: Bye. 
S: Bye.",yx,0,0,False,
"S: Hello, good morning, welcome to ShefBurger. Can I take your order, please? 
C: Oh, what veggie options do you have? Do you have like a veggie chicken wrap or anything like that? 
S: No, because that wouldn't be a chicken. So you've got a veggie wrap and a vegan whopper, or we do some cheese bites as well. 
C: A veggie wrap as a combo. 
S: Yeah, so large or regular? 
C: Just regular. 
S: Perfect. 
S: Fries or a fruit bag? 
C: Fruit bag. Watching my weight a bit, you know. 
S: And what sort of drink would you like with that? 
C: I'd like a Diet Coke. 
S: Diet Coke, perfect. Anything else for you today? 
C: Do you guys want anything? Do you guys want anything? No, just that. 
S: Perfect. So that'll be five seventy nine. If you go to the next kiosk, we'll take your payment and your food will be with you shortly. Thank you. Bye bye.
C: Lovely, thank you. 
",yx,0,0,False,
